Method,Layer,Case_ID,X_Signal,Y_Noise,Norm_Delta
TRIM (Ours),13,0,1.0274815664956805e-08,0.4746005833148955,0.47460058331489563
TRIM (Ours),14,0,9.679481216551267e-09,0.6288012266159057,0.6288012266159058
TRIM (Ours),15,0,1.4770233036642821e-08,0.9358668327331542,0.9358668327331543
TRIM (Ours),16,0,3.348504407085784e-08,1.6014621257781978,1.6014621257781982
TRIM (Ours),12,0,1.1428330282114985e-08,0.4035966992378233,0.4035966992378235
TRIM (Ours),13,0,1.200051080729736e-08,0.47392484545707686,0.473924845457077
TRIM (Ours),14,0,3.7587749801559767e-08,0.6290658712387074,0.6290658712387085
TRIM (Ours),15,0,1.7291867493440805e-08,0.9485504627227781,0.9485504627227783
TRIM (Ours),16,0,4.420398980187201e-08,1.714085459709167,1.7140854597091675
TRIM (Ours),12,0,4.584460810974633e-09,0.3881166577339172,0.38811665773391724
TRIM (Ours),13,0,3.0765201497473527e-09,0.4870127737522125,0.4870127737522125
TRIM (Ours),14,0,1.2312112218637594e-08,0.6540197134017943,0.6540197134017944
TRIM (Ours),15,0,1.1081464634798976e-08,0.9720582365989684,0.9720582365989685
TRIM (Ours),16,0,2.843423274612178e-08,1.7173056602478025,1.7173056602478027
TRIM (Ours),12,0,8.471393364573032e-09,0.3881865143775939,0.388186514377594
TRIM (Ours),13,0,7.4100499070084425e-09,0.4842407405376434,0.48424074053764343
TRIM (Ours),14,0,1.2212728606186829e-08,0.6548510789871215,0.6548510789871216
TRIM (Ours),15,0,1.6355432563841532e-08,0.965020179748535,0.9650201797485352
TRIM (Ours),16,0,4.478918569361667e-08,1.6269766092300408,1.6269766092300415
TRIM (Ours),12,0,9.751909502142553e-09,0.400172859430313,0.4001728594303131
TRIM (Ours),13,0,1.1944953470788278e-08,0.46404269337654097,0.46404269337654114
TRIM (Ours),14,0,1.911524805109366e-08,0.629607260227203,0.6296072602272034
TRIM (Ours),15,0,2.01781809039403e-08,0.9646208286285398,0.96462082862854
TRIM (Ours),16,0,3.6465991115619545e-08,1.6916474103927608,1.6916474103927612
TRIM (Ours),12,0,3.81910281177511e-09,0.37735101580619806,0.3773510158061981
TRIM (Ours),13,0,1.250917325279488e-08,0.47298145294189436,0.47298145294189453
TRIM (Ours),14,0,2.6699911614969096e-08,0.6169301271438593,0.6169301271438599
TRIM (Ours),15,0,2.309656998988885e-08,0.9452353715896603,0.9452353715896606
TRIM (Ours),16,0,2.5096353439835184e-08,1.6460860967636106,1.6460860967636108
TRIM (Ours),12,0,1.0575183395644672e-08,0.38351118564605696,0.38351118564605713
TRIM (Ours),13,0,1.4081059873660706e-08,0.4726422131061552,0.4726422131061554
TRIM (Ours),14,0,1.7309426780798276e-08,0.6447575688362119,0.6447575688362122
TRIM (Ours),15,0,3.509388690758897e-08,0.9669641256332391,0.9669641256332397
TRIM (Ours),16,0,8.113477178994799e-08,1.6496918201446513,1.6496918201446533
TRIM (Ours),12,0,6.523282802817221e-09,0.41695562005043024,0.4169556200504303
TRIM (Ours),13,0,8.654490457615793e-09,0.50323486328125,0.50323486328125
TRIM (Ours),14,0,1.6949769587881747e-08,0.6698772907257078,0.669877290725708
TRIM (Ours),15,0,1.8763635978302773e-08,1.0896544456481931,1.0896544456481934
TRIM (Ours),16,0,3.097467882184901e-08,1.6908179521560667,1.690817952156067
TRIM (Ours),12,0,8.944093465856895e-09,0.4076348245143889,0.40763482451438904
TRIM (Ours),13,0,1.3776890739336523e-08,0.5238879919052123,0.5238879919052124
TRIM (Ours),14,0,2.457836956182291e-08,0.6904231309890743,0.6904231309890747
TRIM (Ours),15,0,3.367296841361167e-08,1.0452270507812496,1.04522705078125
TRIM (Ours),16,0,3.2523498560976805e-08,1.7495990991592405,1.7495990991592407
TRIM (Ours),12,0,1.1148352463408173e-08,0.41705772280693043,0.41705772280693054
TRIM (Ours),13,0,1.1480879358316542e-08,0.5119513869285582,0.5119513869285583
TRIM (Ours),14,0,2.269962351419963e-08,0.6731101870536801,0.6731101870536804
TRIM (Ours),15,0,3.105908774614363e-08,1.0258555412292476,1.025855541229248
TRIM (Ours),16,0,5.444422868094989e-08,1.8648390769958487,1.8648390769958496
TRIM (Ours),12,0,1.0557052121384913e-08,0.39345270395278914,0.3934527039527893
TRIM (Ours),13,0,2.0510844578325305e-08,0.5137870311737056,0.513787031173706
TRIM (Ours),14,0,4.04560083211436e-08,0.6906296610832203,0.6906296610832214
TRIM (Ours),15,0,6.266201069138333e-08,1.0353530645370463,1.0353530645370483
TRIM (Ours),16,0,1.232270250284273e-07,1.7435925006866413,1.7435925006866455
TRIM (Ours),12,0,1.1773404473558458e-08,0.3963684141635893,0.3963684141635895
TRIM (Ours),13,0,1.9513889171207666e-08,0.4834535121917721,0.48345351219177246
TRIM (Ours),14,0,2.1285684326244336e-08,0.6179687380790707,0.617968738079071
TRIM (Ours),15,0,2.2646201358611506e-08,0.9449743032455441,0.9449743032455444
TRIM (Ours),16,0,4.1455844979054746e-08,1.6709561347961421,1.6709561347961426
TRIM (Ours),12,0,8.471393364573032e-09,0.3881865143775939,0.388186514377594
TRIM (Ours),13,0,7.4100499070084425e-09,0.4842407405376434,0.48424074053764343
TRIM (Ours),14,0,1.2212728606186829e-08,0.6548510789871215,0.6548510789871216
TRIM (Ours),15,0,1.6355432563841532e-08,0.965020179748535,0.9650201797485352
TRIM (Ours),16,0,4.478918569361667e-08,1.6269766092300408,1.6269766092300415
TRIM (Ours),12,0,8.471393364573032e-09,0.3881865143775939,0.388186514377594
TRIM (Ours),13,0,7.4100499070084425e-09,0.4842407405376434,0.48424074053764343
TRIM (Ours),14,0,1.2212728606186829e-08,0.6548510789871215,0.6548510789871216
TRIM (Ours),15,0,1.6355432563841532e-08,0.965020179748535,0.9650201797485352
TRIM (Ours),16,0,4.478918569361667e-08,1.6269766092300408,1.6269766092300415
TRIM (Ours),12,0,8.471393364573032e-09,0.3881865143775939,0.388186514377594
TRIM (Ours),13,0,7.4100499070084425e-09,0.4842407405376434,0.48424074053764343
TRIM (Ours),14,0,1.2212728606186829e-08,0.6548510789871215,0.6548510789871216
TRIM (Ours),15,0,1.6355432563841532e-08,0.965020179748535,0.9650201797485352
TRIM (Ours),16,0,4.478918569361667e-08,1.6269766092300408,1.6269766092300415
TRIM (Ours),12,0,8.471393364573032e-09,0.3881865143775939,0.388186514377594
TRIM (Ours),13,0,7.4100499070084425e-09,0.4842407405376434,0.48424074053764343
TRIM (Ours),14,0,1.2212728606186829e-08,0.6548510789871215,0.6548510789871216
TRIM (Ours),15,0,1.6355432563841532e-08,0.965020179748535,0.9650201797485352
TRIM (Ours),16,0,4.478918569361667e-08,1.6269766092300408,1.6269766092300415
TRIM (Ours),12,0,4.84617856955083e-09,0.4002871215343475,0.40028712153434753
TRIM (Ours),13,0,7.766150389443283e-09,0.504944920539856,0.504944920539856
TRIM (Ours),14,0,1.0324800570060688e-08,0.6657192111015319,0.665719211101532
TRIM (Ours),15,0,1.9604376788606714e-08,1.025735020637512,1.0257350206375122
TRIM (Ours),16,0,3.185860819598929e-08,1.8109941482543943,1.8109941482543945
TRIM (Ours),12,0,5.76677328112396e-09,0.37875509262084955,0.3787550926208496
TRIM (Ours),13,0,1.095036417098072e-08,0.48058462142944325,0.48058462142944336
TRIM (Ours),14,0,7.669313184521798e-09,0.6472892165184021,0.6472892165184021
TRIM (Ours),15,0,1.2237140190052287e-08,0.9392210841178893,0.9392210841178894
TRIM (Ours),16,0,5.514757717151042e-08,1.6045229434967032,1.604522943496704
TRIM (Ours),12,0,1.2604354893142045e-08,0.40659669041633584,0.40659669041633606
TRIM (Ours),13,0,6.761739168581471e-09,0.4805577099323272,0.48055770993232727
TRIM (Ours),14,0,2.399468712610542e-08,0.6521933674812312,0.6521933674812317
TRIM (Ours),15,0,3.043121310497554e-08,0.9580767750740047,0.9580767750740051
TRIM (Ours),16,0,3.761751443676076e-08,1.6309857368469234,1.6309857368469238
TRIM (Ours),12,0,8.600759215937614e-09,0.39306887984275807,0.3930688798427582
TRIM (Ours),13,0,9.847985538158355e-09,0.4866611659526824,0.4866611659526825
TRIM (Ours),14,0,1.53749830644756e-08,0.6465409398078916,0.6465409398078918
TRIM (Ours),15,0,1.7183827694111642e-08,0.9763821959495542,0.9763821959495544
TRIM (Ours),16,0,3.331423670260847e-08,1.6749291419982908,1.674929141998291
TRIM (Ours),12,0,8.847368171416292e-09,0.374268740415573,0.3742687404155731
TRIM (Ours),13,0,7.472794827378948e-09,0.46851241588592524,0.4685124158859253
TRIM (Ours),14,0,8.191569200732829e-09,0.6469588875770569,0.6469588875770569
TRIM (Ours),15,0,1.3238635077073013e-08,0.9300847649574279,0.930084764957428
TRIM (Ours),16,0,2.1951562345634557e-08,1.5624564886093137,1.562456488609314
TRIM (Ours),12,0,8.600759215937614e-09,0.39306887984275807,0.3930688798427582
TRIM (Ours),13,0,9.847985538158355e-09,0.4866611659526824,0.4866611659526825
TRIM (Ours),14,0,1.53749830644756e-08,0.6465409398078916,0.6465409398078918
TRIM (Ours),15,0,1.7183827694111642e-08,0.9763821959495542,0.9763821959495544
TRIM (Ours),16,0,3.331423670260847e-08,1.6749291419982908,1.674929141998291
TRIM (Ours),12,0,4.979944900895816e-09,0.40249413251876826,0.4024941325187683
TRIM (Ours),13,0,1.1657490972538653e-08,0.49252751469612105,0.4925275146961212
TRIM (Ours),14,0,1.1874830896374533e-08,0.6519097089767455,0.6519097089767456
TRIM (Ours),15,0,1.6480493414405828e-08,0.9720076918601989,0.972007691860199
TRIM (Ours),16,0,2.1769880120814378e-08,1.6312395334243772,1.6312395334243774
TRIM (Ours),12,0,8.600759215937614e-09,0.39306887984275807,0.3930688798427582
TRIM (Ours),13,0,9.847985538158355e-09,0.4866611659526824,0.4866611659526825
TRIM (Ours),14,0,1.53749830644756e-08,0.6465409398078916,0.6465409398078918
TRIM (Ours),15,0,1.7183827694111642e-08,0.9763821959495542,0.9763821959495544
TRIM (Ours),16,0,3.331423670260847e-08,1.6749291419982908,1.674929141998291
TRIM (Ours),12,0,8.600759215937614e-09,0.39306887984275807,0.3930688798427582
TRIM (Ours),13,0,9.847985538158355e-09,0.4866611659526824,0.4866611659526825
TRIM (Ours),14,0,1.53749830644756e-08,0.6465409398078916,0.6465409398078918
TRIM (Ours),15,0,1.7183827694111642e-08,0.9763821959495542,0.9763821959495544
TRIM (Ours),16,0,3.331423670260847e-08,1.6749291419982908,1.674929141998291
TRIM (Ours),12,0,8.264743556196663e-09,0.4003756642341613,0.4003756642341614
TRIM (Ours),13,0,8.771910309235409e-09,0.5108237862586975,0.5108237862586975
TRIM (Ours),14,0,1.5847582801598037e-08,0.6834273338317869,0.6834273338317871
TRIM (Ours),15,0,2.8612609170863834e-08,0.9111178517341609,0.9111178517341614
TRIM (Ours),16,0,4.681179177623562e-08,1.3645488023757926,1.3645488023757935
TRIM (Ours),12,0,5.935736790974033e-09,0.3762668371200561,0.37626683712005615
TRIM (Ours),13,0,8.348415292402933e-09,0.4700377881526946,0.4700377881526947
TRIM (Ours),14,0,2.504906859712719e-08,0.6349754333496089,0.6349754333496094
TRIM (Ours),15,0,1.5199896452600115e-08,0.9458306431770324,0.9458306431770325
TRIM (Ours),16,0,1.571671681688258e-08,1.6744451522827146,1.6744451522827148
TRIM (Ours),12,0,8.471393364573032e-09,0.3881865143775939,0.388186514377594
TRIM (Ours),13,0,7.4100499070084425e-09,0.4842407405376434,0.48424074053764343
TRIM (Ours),14,0,1.2212728606186829e-08,0.6548510789871215,0.6548510789871216
TRIM (Ours),15,0,1.6355432563841532e-08,0.965020179748535,0.9650201797485352
TRIM (Ours),16,0,4.478918569361667e-08,1.6269766092300408,1.6269766092300415
TRIM (Ours),12,0,0.0029292479157447815,0.3710475871597377,0.3710591495037079
TRIM (Ours),12,0,0.0010326608316972852,0.4404149465840362,0.440416157245636
TRIM (Ours),12,0,0.0023937136866152287,0.3780099360324827,0.37801751494407654
TRIM (Ours),12,0,0.00428972952067852,0.3834240684372156,0.38344806432724
TRIM (Ours),12,0,0.00524836964905262,0.3863208535010198,0.38635650277137756
TRIM (Ours),12,0,0.003009999869391322,0.40105122307833985,0.4010625183582306
TRIM (Ours),12,0,0.001159360632300377,0.40698783372991554,0.4069894850254059
TRIM (Ours),12,0,0.006415418814867735,0.40293578539510605,0.4029868543148041
TRIM (Ours),12,0,0.007434161379933357,0.39928325964270567,0.39935246109962463
TRIM (Ours),12,0,0.00870305672287941,0.38835931677794033,0.3884568214416504
TRIM (Ours),12,0,0.002707873471081257,0.42598394191517464,0.42599254846572876
TRIM (Ours),12,0,0.0017689992673695087,0.4146726247681157,0.41467639803886414
TRIM (Ours),12,0,0.003929684869945049,0.3985425217439625,0.39856189489364624
TRIM (Ours),12,0,0.0047769322991371155,0.428612107563564,0.4286387264728546
TRIM (Ours),12,0,0.0045432741753757,0.42175262917205986,0.4217770993709564
TRIM (Ours),12,0,0.004132616799324751,0.3949954992253469,0.3950171172618866
TRIM (Ours),12,0,0.0088526401668787,0.3917331700663356,0.39183318614959717
TRIM (Ours),12,0,0.0048255096189677715,0.6112469100769773,0.6112659573554993
TRIM (Ours),12,0,0.004779776558279991,0.6938125955058939,0.6938290596008301
TRIM (Ours),12,0,0.0031909793615341187,0.6245241899247176,0.6245323419570923
TRIM (Ours),12,0,0.005430054850876331,0.6286861050162349,0.6287095546722412
TRIM (Ours),12,0,0.004194572102278471,0.6223401334815986,0.62235426902771
TRIM (Ours),12,0,0.010949637740850449,0.6439117895155929,0.6440048813819885
TRIM (Ours),12,0,0.011547108180820942,0.6633239937782897,0.6634244918823242
TRIM (Ours),12,0,0.0038551322650164366,0.654176200820988,0.6541875600814819
TRIM (Ours),12,0,0.010155622847378254,0.6412826153824893,0.6413630247116089
TRIM (Ours),12,0,0.017355933785438538,0.6301795226640984,0.6304184794425964
TRIM (Ours),12,0,0.0005788570269942284,0.6793754018930531,0.6793756484985352
TRIM (Ours),12,0,0.004526409320533276,0.6759748309434239,0.6759899854660034
TRIM (Ours),12,0,0.005145956762135029,0.5673595356444782,0.5673828721046448
TRIM (Ours),12,0,0.0027097545098513365,0.6712497018443437,0.6712551712989807
TRIM (Ours),12,0,0.0012624065857380629,0.6783293063508247,0.6783304810523987
TRIM (Ours),12,0,0.019660010933876038,0.648591167356284,0.6488890647888184
TRIM (Ours),12,0,0.012873412109911442,0.6469161062244386,0.6470441818237305
TRIM (Ours),12,0,0.01463264785706997,0.6221030486940168,0.6222751140594482
TRIM (Ours),12,0,0.00514565734192729,0.6343855789081566,0.6344064474105835
TRIM (Ours),12,0,0.013527722097933292,0.6721001972733519,0.6722363233566284
TRIM (Ours),12,0,0.014628086239099503,0.6287008696397602,0.6288710236549377
TRIM (Ours),12,0,0.0006652161828242242,0.6470316209157346,0.6470319628715515
TRIM (Ours),12,0,0.003415464423596859,0.640290508852351,0.6402996182441711
TRIM (Ours),12,0,0.009265109896659851,0.6226657384308643,0.6227346658706665
TRIM (Ours),12,0,0.02360316552221775,0.634396129861506,0.6348350644111633
TRIM (Ours),12,0,0.006817215587943792,0.6636221140024885,0.6636571288108826
TRIM (Ours),12,0,0.022050172090530396,0.6236851503400214,0.6240748167037964
TRIM (Ours),12,0,0.009023129008710384,0.6318973436540467,0.6319617629051208
TRIM (Ours),12,0,0.012215553782880306,0.6130045782261382,0.613126277923584
TRIM (Ours),12,0,0.00736234663054347,0.5734595734170146,0.5735068321228027
TRIM (Ours),12,0,0.010828753001987934,0.5657241576616513,0.5658277869224548
TRIM (Ours),12,0,0.004426068160682917,0.570844657810932,0.57086181640625
TRIM (Ours),12,0,0.005344497039914131,0.6557635436270876,0.655785322189331
TRIM (Ours),12,0,6.234909921687404e-09,0.6039405465126038,0.6039405465126038
TRIM (Ours),13,0,1.1229551510893998e-08,0.7420188784599303,0.7420188784599304
TRIM (Ours),12,0,8.894104119860913e-09,0.6077724099159241,0.6077724099159241
TRIM (Ours),13,0,1.4179389218327287e-08,0.746633231639862,0.7466332316398621
TRIM (Ours),14,0,2.544441102259043e-08,0.9428486227989193,0.9428486227989197
TRIM (Ours),15,0,1.6465891761185958e-08,1.2937049865722656,1.2937049865722656
TRIM (Ours),16,0,2.007088184541317e-08,1.984599947929382,1.9845999479293823
TRIM (Ours),12,0,5.541324288316218e-09,0.689467191696167,0.689467191696167
TRIM (Ours),13,0,1.3957754063653738e-08,0.8314744234085082,0.8314744234085083
TRIM (Ours),14,0,3.9437949794773886e-08,1.049144029617309,1.0491440296173096
TRIM (Ours),15,0,9.660816147061269e-08,1.4002836942672696,1.400283694267273
TRIM (Ours),16,0,1.1058904192395858e-07,2.0146710872650115,2.0146710872650146
TRIM (Ours),12,0,6.477621994349647e-09,0.6194853782653809,0.6194853782653809
TRIM (Ours),13,0,8.789703187517262e-09,0.7681416869163512,0.7681416869163513
TRIM (Ours),14,0,1.0763659297197137e-08,0.9805508852005004,0.9805508852005005
TRIM (Ours),15,0,4.703725764443334e-08,1.3267446756362906,1.3267446756362915
TRIM (Ours),16,0,8.869704259950595e-08,2.0628252029418928,2.0628252029418945
TRIM (Ours),12,0,1.126257132000319e-08,0.626140534877777,0.6261405348777771
TRIM (Ours),13,0,9.576019976975658e-09,0.7695881128311156,0.7695881128311157
TRIM (Ours),14,0,2.0004780054705407e-08,0.9786582589149473,0.9786582589149475
TRIM (Ours),15,0,2.1049341825118972e-08,1.22089147567749,1.2208914756774902
TRIM (Ours),16,0,6.166093413639828e-08,1.802248954772948,1.8022489547729492
TRIM (Ours),12,0,7.868084850315427e-09,0.6149433255195618,0.6149433255195618
TRIM (Ours),13,0,2.0474210771226353e-08,0.7479515671730038,0.7479515671730042
TRIM (Ours),14,0,1.841480035125187e-08,0.9645505547523496,0.9645505547523499
TRIM (Ours),15,0,3.8708634519935003e-08,1.2918896675109857,1.2918896675109863
TRIM (Ours),16,0,9.671634160213216e-08,1.9917864799499487,1.9917864799499512
TRIM (Ours),12,0,6.234909921687404e-09,0.6039405465126038,0.6039405465126038
TRIM (Ours),13,0,1.1229551510893998e-08,0.7420188784599303,0.7420188784599304
TRIM (Ours),14,0,2.0571679471004245e-08,0.937266945838928,0.9372669458389282
TRIM (Ours),15,0,1.625760681633892e-08,1.2853761911392212,1.2853761911392212
TRIM (Ours),16,0,1.7182925304837227e-08,1.9729247093200681,1.9729247093200684
TRIM (Ours),12,0,3.5569556189329887e-09,0.6838967204093933,0.6838967204093933
TRIM (Ours),13,0,1.1338222805079567e-08,0.8266280889511107,0.8266280889511108
TRIM (Ours),14,0,4.3823323636615896e-08,1.043806314468383,1.0438063144683838
TRIM (Ours),15,0,1.045306632363463e-07,1.400049686431881,1.4000496864318848
TRIM (Ours),16,0,1.2296072782191914e-07,2.076193809509274,2.0761938095092773
TRIM (Ours),12,0,8.894104119860913e-09,0.6077724099159241,0.6077724099159241
TRIM (Ours),13,0,1.4179389218327287e-08,0.746633231639862,0.7466332316398621
TRIM (Ours),14,0,2.544441102259043e-08,0.9428486227989193,0.9428486227989197
TRIM (Ours),15,0,1.6465891761185958e-08,1.2937049865722656,1.2937049865722656
TRIM (Ours),16,0,2.007088184541317e-08,1.984599947929382,1.9845999479293823
TRIM (Ours),12,0,5.541324288316218e-09,0.689467191696167,0.689467191696167
TRIM (Ours),13,0,1.3957754063653738e-08,0.8314744234085082,0.8314744234085083
TRIM (Ours),14,0,3.9437949794773886e-08,1.049144029617309,1.0491440296173096
TRIM (Ours),15,0,9.660816147061269e-08,1.4002836942672696,1.400283694267273
TRIM (Ours),16,0,1.1058904192395858e-07,2.0146710872650115,2.0146710872650146
TRIM (Ours),12,0,6.477621994349647e-09,0.6194853782653809,0.6194853782653809
TRIM (Ours),13,0,8.789703187517262e-09,0.7681416869163512,0.7681416869163513
TRIM (Ours),14,0,1.0763659297197137e-08,0.9805508852005004,0.9805508852005005
TRIM (Ours),15,0,4.703725764443334e-08,1.3267446756362906,1.3267446756362915
TRIM (Ours),16,0,8.869704259950595e-08,2.0628252029418928,2.0628252029418945
TRIM (Ours),12,0,1.126257132000319e-08,0.626140534877777,0.6261405348777771
TRIM (Ours),13,0,9.576019976975658e-09,0.7695881128311156,0.7695881128311157
TRIM (Ours),14,0,2.0004780054705407e-08,0.9786582589149473,0.9786582589149475
TRIM (Ours),15,0,2.1049341825118972e-08,1.22089147567749,1.2208914756774902
TRIM (Ours),16,0,6.166093413639828e-08,1.802248954772948,1.8022489547729492
TRIM (Ours),12,0,7.868084850315427e-09,0.6149433255195618,0.6149433255195618
TRIM (Ours),13,0,2.0474210771226353e-08,0.7479515671730038,0.7479515671730042
TRIM (Ours),14,0,1.841480035125187e-08,0.9645505547523496,0.9645505547523499
TRIM (Ours),15,0,3.8708634519935003e-08,1.2918896675109857,1.2918896675109863
TRIM (Ours),16,0,9.671634160213216e-08,1.9917864799499487,1.9917864799499512
TRIM (Ours),12,0,1.2369976154502638e-08,0.6386355757713317,0.6386355757713318
TRIM (Ours),13,0,1.393662785176275e-08,0.7701129317283629,0.770112931728363
TRIM (Ours),14,0,2.2801438959163534e-08,0.98094367980957,0.9809436798095703
TRIM (Ours),15,0,3.222252686896354e-08,1.349119901657104,1.3491199016571045
TRIM (Ours),16,0,3.936487757982832e-08,2.135008096694946,2.1350080966949463
TRIM (Ours),12,0,6.71838007448855e-09,0.6462186574935913,0.6462186574935913
TRIM (Ours),13,0,2.2168936908428805e-08,0.7701895236968991,0.7701895236968994
TRIM (Ours),14,0,2.429477419241266e-08,0.991470634937286,0.9914706349372864
TRIM (Ours),15,0,2.595173853592314e-08,1.3779395818710325,1.3779395818710327
TRIM (Ours),16,0,4.693456645554761e-08,2.2640547752380367,2.264054775238037
TRIM (Ours),12,0,8.2377979992998e-09,0.6322256922721863,0.6322256922721863
TRIM (Ours),13,0,1.486954648299843e-08,0.7674278020858764,0.7674278020858765
TRIM (Ours),14,0,1.3497825968045163e-08,0.9716805815696715,0.9716805815696716
TRIM (Ours),15,0,3.035041373777858e-08,1.3195291757583614,1.3195291757583618
TRIM (Ours),16,0,7.250783795598181e-08,1.9966936111450182,1.9966936111450195
TRIM (Ours),12,0,1.4359180511291925e-08,0.6310522556304929,0.6310522556304932
TRIM (Ours),13,0,2.210014393710935e-08,0.7555500864982602,0.7555500864982605
TRIM (Ours),14,0,5.720311335721817e-08,0.9777963161468489,0.9777963161468506
TRIM (Ours),15,0,7.25541440260713e-08,1.3422797918319682,1.3422797918319702
TRIM (Ours),16,0,8.407354812334233e-08,2.1162064075469953,2.116206407546997
TRIM (Ours),12,0,5.730394825320673e-09,0.6225167512893677,0.6225167512893677
TRIM (Ours),13,0,1.2358576384485787e-08,0.7467461228370665,0.7467461228370667
TRIM (Ours),14,0,1.0354690438418857e-08,0.970786690711975,0.9707866907119751
TRIM (Ours),15,0,1.2906199664541873e-08,1.3623298406600952,1.3623298406600952
TRIM (Ours),16,0,2.4720813840417577e-08,2.1151673793792725,2.1151673793792725
TRIM (Ours),12,0,1.0550293971789415e-08,0.6669152379035949,0.666915237903595
TRIM (Ours),13,0,7.698298887248711e-09,0.8033721446990966,0.8033721446990967
TRIM (Ours),14,0,2.1415111461919878e-08,1.0086885690689085,1.0086885690689087
TRIM (Ours),15,0,5.778686684720924e-08,1.3527431488037096,1.352743148803711
TRIM (Ours),16,0,9.929047450896178e-08,2.076648712158201,2.076648712158203
TRIM (Ours),12,0,1.4720956009739439e-08,0.6415711045265196,0.6415711045265198
TRIM (Ours),13,0,1.567469354313289e-08,0.7795689105987548,0.7795689105987549
TRIM (Ours),14,0,1.9148227892173963e-08,0.9966139197349546,0.9966139197349548
TRIM (Ours),15,0,2.758424066939824e-08,1.352793216705322,1.3527932167053223
TRIM (Ours),16,0,5.4504990742998416e-08,2.1072552204132076,2.107255220413208
TRIM (Ours),12,0,1.6328030483236944e-08,0.6280886530876157,0.628088653087616
TRIM (Ours),13,0,1.6957713455667545e-08,0.7661207914352415,0.7661207914352417
TRIM (Ours),14,0,2.5572308715027248e-08,0.9793593883514401,0.9793593883514404
TRIM (Ours),15,0,6.409847230770538e-08,1.3409372568130478,1.3409372568130493
TRIM (Ours),16,0,1.1167090008257219e-07,2.09064435958862,2.090644359588623
TRIM (Ours),12,0,8.598513012714193e-09,0.6857820153236389,0.6857820153236389
TRIM (Ours),13,0,1.751996947518819e-08,0.8341491818428037,0.834149181842804
TRIM (Ours),14,0,4.76112589353761e-08,1.0563279390335072,1.0563279390335083
TRIM (Ours),15,0,1.3774520368770027e-07,1.408757328987115,1.4087573289871216
TRIM (Ours),16,0,1.855108706649844e-07,2.075374603271476,2.0753746032714844
TRIM (Ours),12,0,7.718023553593412e-09,0.6647440195083618,0.6647440195083618
TRIM (Ours),13,0,2.241371532818448e-08,0.796623349189758,0.7966233491897583
TRIM (Ours),14,0,1.842851027333836e-08,1.0009140968322752,1.0009140968322754
TRIM (Ours),15,0,3.070281451300616e-08,1.3786334991455076,1.3786334991455078
TRIM (Ours),16,0,9.716965365669239e-08,2.241045236587522,2.2410452365875244
TRIM (Ours),12,0,1.981530317607394e-08,0.6448293924331662,0.6448293924331665
TRIM (Ours),13,0,2.2965366497373907e-08,0.7798964977264401,0.7798964977264404
TRIM (Ours),14,0,2.255316289279108e-08,1.0004135370254514,1.0004135370254517
TRIM (Ours),15,0,4.3163552732039534e-08,1.3573726415634149,1.3573726415634155
TRIM (Ours),16,0,5.061129826344768e-08,1.9695831537246697,1.9695831537246704
TRIM (Ours),12,0,1.7223982240466285e-08,0.6175372600555418,0.617537260055542
TRIM (Ours),13,0,1.0764622970782511e-08,0.74246346950531,0.7424634695053101
TRIM (Ours),14,0,4.387954888329659e-08,0.9516269564628591,0.9516269564628601
TRIM (Ours),15,0,2.503076323989717e-08,1.3093826770782468,1.309382677078247
TRIM (Ours),16,0,3.155792072107033e-08,2.1269333362579346,2.1269333362579346
TRIM (Ours),12,0,8.289013919693389e-09,0.6240377426147461,0.6240377426147461
TRIM (Ours),13,0,8.29718693751147e-09,0.7726444005966185,0.7726444005966187
TRIM (Ours),14,0,1.0687812412868425e-08,0.9883390069007872,0.9883390069007874
TRIM (Ours),15,0,2.8872770840848716e-08,1.3764474391937254,1.3764474391937256
TRIM (Ours),16,0,6.181883804856625e-08,2.1497344970703116,2.1497344970703125
TRIM (Ours),12,0,1.3617112770702988e-08,0.6529448032379149,0.652944803237915
TRIM (Ours),13,0,1.3471151305566309e-08,0.7917566895484923,0.7917566895484924
TRIM (Ours),14,0,1.0694950702827555e-08,1.0259441137313843,1.0259441137313843
TRIM (Ours),15,0,6.079087455646004e-08,1.396497845649718,1.3964978456497192
TRIM (Ours),16,0,1.2115945935420314e-07,2.089570045471188,2.0895700454711914
TRIM (Ours),12,0,1.2253315695431866e-08,0.6593407988548278,0.6593407988548279
TRIM (Ours),13,0,1.5425762001086696e-08,0.7901569604873656,0.7901569604873657
TRIM (Ours),14,0,1.9080658830716857e-08,1.0274319648742674,1.0274319648742676
TRIM (Ours),15,0,2.0535512845754056e-08,1.3665026426315305,1.3665026426315308
TRIM (Ours),16,0,3.0302423681405344e-08,1.9512023925781248,1.951202392578125
TRIM (Ours),12,0,1.0198018429719014e-08,0.625488519668579,0.6254885196685791
TRIM (Ours),13,0,1.881443800755278e-08,0.7805097699165342,0.7805097699165344
TRIM (Ours),14,0,1.791262072003974e-08,0.9898958802223203,0.9898958802223206
TRIM (Ours),15,0,2.678768673547438e-08,1.333252429962158,1.3332524299621582
TRIM (Ours),16,0,6.047519462981654e-08,2.067561149597167,2.067561149597168
TRIM (Ours),12,0,7.658639944452261e-09,0.6505391001701355,0.6505391001701355
TRIM (Ours),13,0,1.462401222340759e-08,0.7770845890045165,0.7770845890045166
TRIM (Ours),14,0,2.942979548947733e-08,1.0107828378677364,1.0107828378677368
