Method,Layer,Case_ID,X_Signal,Y_Noise,Norm_Delta
TRIM (Ours),15,0,7.406406865584358e-08,1.3241146802902202,1.3241146802902222
TRIM (Ours),16,0,7.75039126210686e-08,2.075994014739989,2.0759940147399902
TRIM (Ours),12,0,1.4366721146075179e-08,0.6391242146492002,0.6391242146492004
TRIM (Ours),13,0,1.6382042389295748e-08,0.7786661386489867,0.7786661386489868
TRIM (Ours),14,0,2.5913578838299145e-08,0.9928571581840512,0.9928571581840515
TRIM (Ours),15,0,2.988099012668499e-08,1.3598699569702146,1.3598699569702148
TRIM (Ours),16,0,5.5664017395429255e-08,2.1456468105316158,2.145646810531616
TRIM (Ours),12,0,1.4610488818789236e-08,0.604390501976013,0.6043905019760132
TRIM (Ours),13,0,1.1790007192757912e-08,0.7430275678634642,0.7430275678634644
TRIM (Ours),14,0,1.7850698696975087e-08,0.9560947418212888,0.9560947418212891
TRIM (Ours),15,0,4.602967607070241e-08,1.27125859260559,1.2712585926055908
TRIM (Ours),16,0,5.954933612883906e-08,1.9488681554794303,1.9488681554794312
TRIM (Ours),12,0,1.4366721146075179e-08,0.6391242146492002,0.6391242146492004
TRIM (Ours),13,0,1.6382042389295748e-08,0.7786661386489867,0.7786661386489868
TRIM (Ours),14,0,2.5913578838299145e-08,0.9928571581840512,0.9928571581840515
TRIM (Ours),15,0,2.988099012668499e-08,1.3598699569702146,1.3598699569702148
TRIM (Ours),16,0,5.5664017395429255e-08,2.1456468105316158,2.145646810531616
TRIM (Ours),12,0,8.677783824850849e-09,0.6431396007537842,0.6431396007537842
TRIM (Ours),13,0,1.720184172882e-08,0.7775649428367613,0.7775649428367615
TRIM (Ours),14,0,9.405672685147692e-09,0.9863903522491454,0.9863903522491455
TRIM (Ours),15,0,5.29772741231227e-08,1.3251792192459095,1.3251792192459106
TRIM (Ours),16,0,5.3721411319429535e-08,1.9856253862380975,1.9856253862380981
TRIM (Ours),12,0,1.4366721146075179e-08,0.6391242146492002,0.6391242146492004
TRIM (Ours),13,0,1.6382042389295748e-08,0.7786661386489867,0.7786661386489868
TRIM (Ours),14,0,2.5913578838299145e-08,0.9928571581840512,0.9928571581840515
TRIM (Ours),15,0,2.988099012668499e-08,1.3598699569702146,1.3598699569702148
TRIM (Ours),16,0,5.5664017395429255e-08,2.1456468105316158,2.145646810531616
TRIM (Ours),12,0,1.4366721146075179e-08,0.6391242146492002,0.6391242146492004
TRIM (Ours),13,0,1.6382042389295748e-08,0.7786661386489867,0.7786661386489868
TRIM (Ours),14,0,2.5913578838299145e-08,0.9928571581840512,0.9928571581840515
TRIM (Ours),15,0,2.988099012668499e-08,1.3598699569702146,1.3598699569702148
TRIM (Ours),16,0,5.5664017395429255e-08,2.1456468105316158,2.145646810531616
TRIM (Ours),12,0,1.3052911640443199e-08,0.6493478417396544,0.6493478417396545
TRIM (Ours),13,0,1.3214866534383418e-08,0.8023265004158019,0.802326500415802
TRIM (Ours),14,0,4.2136598210618104e-08,1.0262908935546866,1.0262908935546875
TRIM (Ours),15,0,5.401055958031975e-08,0.7035098075866678,0.7035098075866699
TRIM (Ours),16,0,9.079703744419021e-08,1.5865873098373386,1.5865873098373413
TRIM (Ours),12,0,1.018656892171066e-08,0.622167944908142,0.6221679449081421
TRIM (Ours),13,0,1.4044339025076624e-08,0.7590417861938475,0.7590417861938477
TRIM (Ours),14,0,3.419857819153549e-08,0.9859502315521234,0.985950231552124
TRIM (Ours),15,0,1.4994023800340983e-08,1.3490917682647705,1.3490917682647705
TRIM (Ours),16,0,2.7520369982880766e-08,2.1005492210388184,2.1005492210388184
TRIM (Ours),12,0,1.3532116760472945e-08,0.6291655898094176,0.6291655898094177
TRIM (Ours),13,0,1.168291419162415e-08,0.7704060673713683,0.7704060673713684
TRIM (Ours),14,0,2.3706739682438638e-08,0.9889521598815915,0.9889521598815918
TRIM (Ours),15,0,3.01240703493022e-08,1.3364646434783933,1.3364646434783936
TRIM (Ours),16,0,7.978116656204293e-08,2.085229635238646,2.0852296352386475
TRIM (Ours),12,0,5.5025504153149996e-09,0.3689384460449218,0.3689384460449219
TRIM (Ours),13,0,8.409949181498177e-09,0.46864396333694447,0.4686439633369446
TRIM (Ours),14,0,1.875389621375234e-08,0.6111035346984861,0.6111035346984863
TRIM (Ours),15,0,1.9577038656848345e-08,0.9042627215385435,0.9042627215385437
TRIM (Ours),16,0,1.5589783686209557e-08,1.5636043548583982,1.5636043548583984
TRIM (Ours),12,0,3.4877478682915353e-09,0.4374834895133972,0.4374834895133972
TRIM (Ours),13,0,6.8285359589026484e-09,0.5351402759552002,0.5351402759552002
TRIM (Ours),14,0,1.2682576766565035e-08,0.6891985535621642,0.6891985535621643
TRIM (Ours),15,0,4.486922122737269e-08,1.0534671545028678,1.0534671545028687
TRIM (Ours),16,0,5.9498198368146404e-08,1.692145824432372,1.692145824432373
TRIM (Ours),12,0,3.9449563615789884e-09,0.3743512332439422,0.37435123324394226
TRIM (Ours),13,0,6.1554250585516e-09,0.4804637134075164,0.4804637134075165
TRIM (Ours),14,0,9.909201459379346e-09,0.6365246176719664,0.6365246176719666
TRIM (Ours),15,0,1.6033622429745265e-08,0.951611578464508,0.9516115784645081
TRIM (Ours),16,0,4.597682234930289e-08,1.6263482570648187,1.6263482570648193
TRIM (Ours),12,0,6.834312671344378e-09,0.3789150416851043,0.37891504168510437
TRIM (Ours),13,0,6.003535002463423e-09,0.48245331645011896,0.482453316450119
TRIM (Ours),14,0,1.8526892020531704e-08,0.6198526024818418,0.619852602481842
TRIM (Ours),15,0,9.07579078557319e-09,1.022148847579956,1.022148847579956
TRIM (Ours),16,0,3.0914396376147124e-08,1.6143115758895872,1.6143115758895874
TRIM (Ours),12,0,4.554195687234142e-09,0.381956934928894,0.38195693492889404
TRIM (Ours),13,0,1.308782593412161e-08,0.46594360470771773,0.4659436047077179
TRIM (Ours),14,0,1.8184380223829066e-08,0.6443894505500791,0.6443894505500793
TRIM (Ours),15,0,1.2885373656956745e-08,0.9406563043594359,0.940656304359436
TRIM (Ours),16,0,5.22885841292009e-08,1.5994927883148184,1.5994927883148193
TRIM (Ours),12,0,7.447766847690218e-09,0.3956186175346374,0.39561861753463745
TRIM (Ours),13,0,9.438044124010503e-09,0.48058849573135365,0.48058849573135376
TRIM (Ours),14,0,1.5030385824843506e-08,0.635781943798065,0.6357819437980652
TRIM (Ours),15,0,2.806485888129373e-08,0.946503639221191,0.9465036392211914
TRIM (Ours),16,0,3.1475188677632104e-08,1.645030856132507,1.6450308561325073
TRIM (Ours),12,0,3.899346179281338e-09,0.39607694745063776,0.3960769474506378
TRIM (Ours),13,0,1.2334039567463151e-08,0.4768176078796385,0.47681760787963867
TRIM (Ours),14,0,1.6435222960353713e-08,0.6255409717559812,0.6255409717559814
TRIM (Ours),15,0,2.6863135715871067e-08,0.9407640695571896,0.9407640695571899
TRIM (Ours),16,0,2.8884112879268287e-08,1.6618278026580808,1.661827802658081
TRIM (Ours),12,0,5.039831663111727e-09,0.38886320590972895,0.388863205909729
TRIM (Ours),13,0,9.87009496355995e-09,0.4796168506145476,0.47961685061454773
